ISO,Country,Year,Irrigated_Crops,Area,1,2,3,4,5,6,7,8,9,10,11,12
NLD,Netherlands,2007,Maize,31,0,0,0,15.32377657,15.32377657,15.32377657,15.32377657,15.32377657,0,0,0,0
NLD,Netherlands,2007,Vegetables,41,0,0,0,20.2669303,20.2669303,20.2669303,20.2669303,20.2669303,0,0,0,0
NLD,Netherlands,2007,Fruits,15,7.414730598,7.414730598,7.414730598,7.414730598,7.414730598,7.414730598,7.414730598,7.414730598,7.414730598,7.414730598,7.414730598,7.414730598
NLD,Netherlands,2007,Potatoes,55,0,0,0,27.18734553,27.18734553,27.18734553,27.18734553,27.18734553,0,0,0,0
NLD,Netherlands,2007,Sugar beet,16,0,0,7.909045971,7.909045971,7.909045971,7.909045971,7.909045971,7.909045971,0,0,0,0
NLD,Netherlands,2007,Pasture permanent,44,21.74987642,21.74987642,21.74987642,21.74987642,21.74987642,21.74987642,21.74987642,21.74987642,21.74987642,21.74987642,21.74987642,21.74987642
NLD,Netherlands,2007,AHIfull,202,0,0,0,0,0,0,0,0,0,0,0,0
NLD,Netherlands,2007,AAIfull,202.3,29.16460702,29.16460702,37.07365299,99.85170539,99.85170539,99.85170539,99.85170539,99.85170539,29.16460702,29.16460702,29.16460702,29.16460702
NLD,Netherlands,2007,Cropping_Intensity,99.85170539,99.85170539,99.85170539,99.85170539,99.85170539,99.85170539,99.85170539,99.85170539,99.85170539,99.85170539,99.85170539,99.85170539,99.85170539
NLD,Netherlands,2007,AEIfull,457.2,457.2,457.2,457.2,457.2,457.2,457.2,457.2,457.2,457.2,457.2,457.2,457.2
NLD,Netherlands,2007,Actually_Irrigated,44.24759405,44.24759405,44.24759405,44.24759405,44.24759405,44.24759405,44.24759405,44.24759405,44.24759405,44.24759405,44.24759405,44.24759405,44.24759405
NLD,Netherlands,2007,AEItot,457.2,457.2,457.2,457.2,457.2,457.2,457.2,457.2,457.2,457.2,457.2,457.2,457.2
